   5.7275000e+00  -1.5678906e+05
   5.7400000e+00   2.6725910e+05
   5.7500000e+00   6.7877103e+05
   5.7625000e+00   7.6348867e+05
   5.7750000e+00   4.4340186e+05
   5.7850000e+00   1.5545003e+05
   5.7975000e+00  -6.8500368e+05
   5.8075000e+00  -1.0236497e+06
   5.8200000e+00  -6.5669181e+05
   5.8300000e+00  -5.3619933e+05
   5.8425000e+00   4.2927638e+05
   5.8525000e+00   6.4115437e+05
   5.8650000e+00   1.1021847e+06
   5.8750000e+00   8.7190322e+05
   5.8875000e+00   5.5417126e+05
   5.9000000e+00  -4.7390076e+05
   5.9100000e+00  -4.0662748e+05
   5.9225000e+00  -3.4327717e+05
   5.9325000e+00  -7.2407382e+05
   5.9450000e+00  -2.2717273e+05
   5.9550000e+00   2.8873546e+05
   5.9675000e+00   9.9234608e+05
   5.9775000e+00   8.7852325e+05
   5.9900000e+00   4.5181128e+05
   6.0125000e+00  -7.5787284e+03
   6.0250000e+00  -5.4569039e+05
   6.0350000e+00  -4.4889622e+05
   6.0475000e+00  -7.7293118e+05
   6.0575000e+00  -2.3836166e+05
   6.0700000e+00   7.0755179e+05
   6.0800000e+00   9.2701192e+05
   6.0925000e+00   5.7059306e+05
   6.1025000e+00   3.5356281e+05
   6.1150000e+00  -1.4186215e+05
   6.1250000e+00  -7.6769531e+04
   6.1375000e+00  -5.7698871e+05
   6.1500000e+00  -5.9382789e+05
   6.1600000e+00  -1.9312652e+05
   6.1725000e+00   2.8087752e+05
   6.1825000e+00   7.0006858e+05
   6.1950000e+00   7.7732654e+05
   6.2050000e+00   1.7257838e+05
   6.2175000e+00  -2.1038580e+05
   6.2275000e+00  -2.2157028e+05
   6.2400000e+00  -4.0134893e+05
   6.2500000e+00  -4.0865060e+05
   6.2625000e+00  -8.8626200e+04
   6.2750000e+00   1.7787879e+05
   6.2850000e+00   1.7150293e+05
   6.2975000e+00   9.2170211e+05
   6.3075000e+00   9.9072514e+05
   6.3200000e+00   7.0225222e+05
   6.3300000e+00  -1.0798247e+05
   6.3425000e+00  -6.9788369e+05
   6.3525000e+00  -8.2330338e+05
   6.3650000e+00  -3.4936717e+05
   6.3750000e+00   7.6983611e+04
   6.3875000e+00   5.7473846e+05
   6.4000000e+00   7.3009597e+05
   6.4100000e+00   5.8274236e+05
   6.4225000e+00   4.1802488e+05
   6.4325000e+00  -9.1944568e+04
   6.4450000e+00  -4.6789085e+05
   6.4550000e+00  -7.7584306e+05
   6.4675000e+00  -3.7370570e+05
   6.4775000e+00   1.8193931e+05
   6.4900000e+00  -2.2728485e+04
   6.5000000e+00   6.9120714e+04
   6.5125000e+00   4.7796779e+05
   6.5250000e+00   6.5229203e+05
   6.5350000e+00   5.4518486e+05
   6.5475000e+00  -1.4426030e+05
   6.5575000e+00  -2.6989659e+05
   6.5700000e+00  -8.7412451e+05
   6.5800000e+00  -5.0965046e+05
   6.5925000e+00  -4.1438653e+04
   6.6025000e+00   6.5935138e+05
   6.6150000e+00   8.3275314e+05
   6.6250000e+00   7.8238703e+05
   6.6375000e+00   6.9283889e+05
   6.6500000e+00   2.1818964e+05
   6.6600000e+00  -5.6390126e+05
   6.6725000e+00  -1.0790897e+06
   6.6825000e+00  -5.9779247e+05
   6.6950000e+00  -3.3401266e+05
   6.7050000e+00   3.0372356e+05
   6.7175000e+00   4.8151229e+05
   6.7275000e+00   7.2857180e+05
   6.7400000e+00   7.4543435e+05
   6.7500000e+00   6.9109135e+05
   6.7625000e+00  -4.9416074e+04
   6.7750000e+00  -9.2277043e+05
   6.7850000e+00  -8.8716192e+05
   6.7975000e+00  -4.7817923e+05
   6.8075000e+00  -2.8819982e+05
   6.8200000e+00   1.7034181e+05
   6.8300000e+00   4.9680354e+05
   6.8425000e+00   9.1625875e+05
   6.8525000e+00   8.9632392e+05
   6.8650000e+00   7.2989923e+04
   6.8750000e+00  -7.4013951e+05
