0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000069e-02 -1.610646413780434161e+00
2.500000000000000486e-02 -2.618725981558683635e+00
3.750000000000001249e-02 -3.645276718266005300e+00
4.583333333333334397e-02 -3.945361274105938065e+00
5.833333333333335508e-02 -3.879697039890255272e+00
7.083333333333334536e-02 -4.262971035228025229e+00
8.333333333333335646e-02 -4.309300645499288152e+00
9.166666666666668795e-02 -4.680301899663013465e+00
1.041666666666666990e-01 -5.640026758266689200e+00
1.166666666666667102e-01 -6.003282664829153070e+00
1.250000000000000278e-01 -6.247252565027904936e+00
1.375000000000000389e-01 -6.636355850285861280e+00
1.500000000000000500e-01 -6.172530747591885358e+00
1.625000000000000333e-01 -5.757196822227428790e+00
1.708333333333333925e-01 -5.139789768698015848e+00
1.833333333333333759e-01 -3.884213355007577029e+00
1.958333333333333870e-01 -3.312023477906275826e+00
2.083333333333333981e-01 -2.371036353935061847e+00
2.166666666666667296e-01 -1.941588902454642440e+00
2.291666666666667407e-01 -1.503506632344577820e+00
2.416666666666667518e-01 -1.856248154213044899e+00
2.500000000000000555e-01 -2.120787137975748138e+00
2.625000000000000111e-01 -2.115458004478298903e+00
2.749999999999999112e-01 -1.077040605691135688e+00
2.874999999999998113e-01 -5.636167213268516996e-01
2.958333333333331150e-01 -1.456560346952514573e-01
3.083333333333330151e-01 4.632791242441275381e-01
3.208333333333329707e-01 3.111970272876771193e-02
3.333333333333328707e-01 -3.178896758558159008e-01
3.416666666666661745e-01 -7.383583442248191631e-01
3.541666666666660745e-01 -1.333485391009213039e+00
3.666666666666660301e-01 -1.126311893121931806e+00
3.791666666666659302e-01 -1.177003644607240052e+00
3.874999999999992339e-01 -8.138139224171878627e-01
3.999999999999991340e-01 1.619028215900939205e-01
4.124999999999990896e-01 3.684781400834755138e-01
4.208333333333323378e-01 3.979545978671965578e-01
4.333333333333322934e-01 3.562604014294754040e-01
4.458333333333321935e-01 -3.920937313540907021e-01
4.583333333333321491e-01 -5.330392412123783341e-01
4.666666666666653973e-01 -7.051220137255433951e-01
4.791666666666653529e-01 -9.675200718800162081e-01
4.916666666666653085e-01 -3.137241028552772981e-01
5.041666666666652086e-01 -4.340373671498307800e-02
5.124999999999985123e-01 1.512572367235665849e-01
5.249999999999984679e-01 4.450911557004619823e-01
5.374999999999984235e-01 1.109960573332902795e-01
5.458333333333316162e-01 2.547841658956308264e-02
5.583333333333315718e-01 8.382788987565691075e-02
5.708333333333315274e-01 -3.447723479081674092e-01
5.833333333333314830e-01 -3.008786628885495862e-02
5.916666666666646757e-01 1.269707824143450348e-01
6.041666666666646313e-01 1.394990203053818600e-01
6.166666666666645868e-01 6.252694794522608568e-01
6.291666666666644314e-01 5.023292090692266232e-01
6.374999999999977351e-01 5.004897570159653197e-01
6.499999999999976907e-01 5.576405873922433143e-01
6.624999999999976463e-01 -1.595408406878205676e-02
6.708333333333309501e-01 -1.660960704877100236e-01
6.833333333333307946e-01 6.591084705815124234e-02
6.958333333333307502e-01 -4.954311379279083272e-02
7.083333333333307058e-01 3.686532293365324398e-01
7.166666666666640095e-01 4.302938225207397216e-01
7.291666666666638541e-01 1.507476941017027450e-01
7.416666666666638097e-01 2.485180268197869913e-01
7.541666666666637653e-01 -2.628174402457705283e-01
7.624999999999969580e-01 -3.709244471500416362e-01
7.749999999999969136e-01 -8.983198869071573611e-02
7.874999999999968692e-01 -2.161810799046887110e-01
7.958333333333301729e-01 -9.889298544622932008e-02
8.083333333333300175e-01 3.978813596099485261e-01
8.208333333333299731e-01 3.510423984555491872e-01
8.333333333333299286e-01 7.032090055154526231e-01
8.416666666666632324e-01 6.773405022341615345e-01
8.541666666666630769e-01 2.468875979046382396e-01
8.666666666666630325e-01 2.629907171060912319e-01
8.791666666666629881e-01 -2.408356179126797947e-01
8.874999999999962919e-01 -3.487115267205470048e-01
8.999999999999961364e-01 -4.774168355433441174e-02
9.124999999999960920e-01 -4.401091675804401360e-02
9.208333333333293957e-01 1.440516672502595297e-01
9.333333333333293513e-01 5.687197770039761346e-01
9.458333333333291959e-01 2.814980517313923070e-01
9.583333333333291515e-01 3.824106389669881811e-01
9.666666666666624552e-01 2.288048229212780449e-01
9.791666666666625218e-01 -2.748911064786641045e-01
9.916666666666623664e-01 -1.167780357637297206e-01
1.012499999999999956e+00 -1.352174442172261459e-01
1.025000000000000133e+00 3.169816591665877148e-01
1.037500000000000089e+00 2.106612451667054520e-01
1.045833333333333393e+00 2.878820380943916679e-01
1.058333333333333348e+00 5.821389350652432793e-01
1.070833333333333304e+00 2.074091087897327601e-01
1.083333333333333259e+00 2.886165711733163497e-01
1.091666666666666785e+00 1.804057625805065568e-01
1.104166666666666741e+00 -1.941718094080378543e-01
1.116666666666666696e+00 5.220094368027503734e-02
1.125000000000000222e+00 1.166982743142705448e-01
1.137499999999999956e+00 4.274514569524924534e-02
1.149999999999999911e+00 4.666323736226024033e-01
1.162500000000000089e+00 1.605374762470383743e-01
1.170833333333333393e+00 3.312724806255076121e-02
1.183333333333333348e+00 9.473134810968297792e-02
1.195833333333333526e+00 -3.056007973105115405e-01
1.208333333333333481e+00 -1.046876086129688299e-01
1.216666666666666785e+00 -8.432171442029948172e-02
1.229166666666666741e+00 -2.121455630495561462e-01
1.241666666666666696e+00 2.490319904487546254e-01
1.250000000000000000e+00 3.542847582984063881e-01
1.262499999999999956e+00 1.540418226386019440e-01
1.274999999999999911e+00 4.052609561889748413e-01
1.287499999999999867e+00 8.777390897559940452e-02
1.295833333333333171e+00 1.205888282319147846e-02
1.308333333333332904e+00 1.277988929323595757e-01
1.320833333333332860e+00 -2.275373329881857642e-01
1.333333333333332815e+00 6.442821761297182204e-02
1.341666666666666119e+00 1.287178181016905565e-01
1.354166666666666075e+00 -3.596957917458760978e-02
1.366666666666666030e+00 2.992553294611736137e-01
1.379166666666665986e+00 5.190573297850726436e-02
1.387499999999999289e+00 7.484126136863220209e-03
1.399999999999999023e+00 1.401767561916372196e-01
1.412499999999998979e+00 -2.208466422537332385e-01
1.420833333333332282e+00 -2.252663254071793353e-01
1.433333333333332238e+00 1.030500207528840528e-01
1.445833333333332194e+00 -8.450882097042536345e-02
1.458333333333332149e+00 2.457368394447667637e-01
1.466666666666665453e+00 2.876486384073156932e-01
1.479166666666665408e+00 3.857319730372775479e-02
1.491666666666665364e+00 2.352980957669278950e-01
1.504166666666665320e+00 -1.258016470844778578e-01
1.512499999999998623e+00 -1.730887837442111332e-01
1.524999999999998579e+00 6.601784884969023881e-02
1.537499999999998535e+00 -1.906812051359393356e-01
1.545833333333331838e+00 -1.738764965076729230e-01
1.558333333333331794e+00 1.694825446051181628e-01
1.570833333333331527e+00 1.700005689705936032e-02
1.583333333333331483e+00 3.133868071505913622e-01
1.591666666666664787e+00 2.697037012807399492e-01
1.604166666666664742e+00 -1.246030153310219157e-01
1.616666666666664698e+00 9.038762814814020607e-03
1.629166666666664653e+00 -3.366754159958273429e-01
1.637499999999997957e+00 -3.515890926932156990e-01
1.649999999999997913e+00 -1.600528315152432643e-02
1.662499999999997646e+00 -1.249798142392915534e-01
1.670833333333330950e+00 -3.702837758210351243e-02
1.683333333333330906e+00 2.882069284680032206e-01
1.695833333333330861e+00 9.994004840780416551e-03
1.708333333333330817e+00 2.220304529838646179e-01
1.716666666666664121e+00 1.802951808257840793e-01
1.729166666666664076e+00 -1.592398401495224158e-01
1.741666666666664032e+00 4.825772494503294263e-02
1.754166666666663765e+00 -2.190240431928636156e-01
1.762499999999997069e+00 -2.029042303820414173e-01
1.774999999999997025e+00 9.921133417154923140e-02
1.787499999999996980e+00 -1.208595639147062167e-01
