   3.5975625e+02  -1.4609390e+03
   3.5977500e+02  -1.4611801e+03
   3.5980000e+02  -1.4619642e+03
   3.5981875e+02  -1.4625797e+03
   3.5984375e+02  -1.4630342e+03
   3.5986875e+02  -1.4630991e+03
   3.5988750e+02  -1.4630145e+03
   3.5991250e+02  -1.4627116e+03
   3.5993750e+02  -1.4620205e+03
   3.5995625e+02  -1.4613988e+03
   3.5998125e+02  -1.4610165e+03
   3.6001250e+02  -1.4617335e+03
   3.6003750e+02  -1.4617628e+03
   3.6006250e+02  -1.4605117e+03
   3.6008125e+02  -1.4590324e+03
   3.6010625e+02  -1.4566225e+03
   3.6012500e+02  -1.4546412e+03
   3.6015000e+02  -1.4518498e+03
   3.6017500e+02  -1.4490495e+03
   3.6019375e+02  -1.4472256e+03
   3.6021875e+02  -1.4458602e+03
   3.6024375e+02  -1.4455138e+03
   3.6026250e+02  -1.4448597e+03
   3.6028750e+02  -1.4433388e+03
   3.6031250e+02  -1.4416180e+03
   3.6033125e+02  -1.4405682e+03
   3.6035625e+02  -1.4395849e+03
   3.6037500e+02  -1.4390369e+03
   3.6040000e+02  -1.4382566e+03
   3.6042500e+02  -1.4376875e+03
   3.6044375e+02  -1.4378382e+03
   3.6046875e+02  -1.4385808e+03
   3.6049375e+02  -1.4388458e+03
   3.6051250e+02  -1.4385066e+03
   3.6053750e+02  -1.4380666e+03
   3.6056250e+02  -1.4383434e+03
   3.6058125e+02  -1.4388111e+03
   3.6060625e+02  -1.4391077e+03
   3.6063125e+02  -1.4388417e+03
   3.6065000e+02  -1.4387153e+03
   3.6067500e+02  -1.4390917e+03
   3.6069375e+02  -1.4394818e+03
   3.6071875e+02  -1.4394050e+03
   3.6074375e+02  -1.4388357e+03
   3.6076250e+02  -1.4387180e+03
   3.6078750e+02  -1.4393483e+03
   3.6081250e+02  -1.4401940e+03
   3.6083125e+02  -1.4404823e+03
   3.6085625e+02  -1.4404463e+03
   3.6088125e+02  -1.4404644e+03
   3.6090000e+02  -1.4405945e+03
   3.6092500e+02  -1.4404994e+03
   3.6094375e+02  -1.4400097e+03
   3.6096875e+02  -1.4391560e+03
   3.6099375e+02  -1.4388372e+03
   3.6102500e+02  -1.4393020e+03
   3.6105000e+02  -1.4391544e+03
   3.6106875e+02  -1.4386835e+03
   3.6109375e+02  -1.4380661e+03
   3.6111875e+02  -1.4378207e+03
   3.6113750e+02  -1.4376134e+03
   3.6116250e+02  -1.4367405e+03
   3.6118750e+02  -1.4352931e+03
   3.6120625e+02  -1.4344579e+03
   3.6123125e+02  -1.4342642e+03
   3.6125625e+02  -1.4341242e+03
   3.6127500e+02  -1.4334723e+03
   3.6130000e+02  -1.4322236e+03
   3.6131875e+02  -1.4316133e+03
   3.6134375e+02  -1.4315329e+03
   3.6136875e+02  -1.4315943e+03
   3.6138750e+02  -1.4311432e+03
   3.6141250e+02  -1.4299359e+03
   3.6143750e+02  -1.4291546e+03
   3.6145625e+02  -1.4291490e+03
   3.6148125e+02  -1.4289796e+03
